step_num,step_type,latency_ms,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
243,delete,29.147,-1.0,-1.0,-1.0,-1.0,26.402,0.897618,2157,1733264
244,search,4121.92,0.83143,0.155579,26.9636,22.4739,29.077,0.897618,2157,1733264
245,delete,15.71,-1.0,-1.0,-1.0,-1.0,26.127,0.891938,2157,1722658
246,search,4260.98,0.83066,0.155937,27.1447,22.6701,28.446,0.891938,2157,1722658
247,delete,5.46,-1.0,-1.0,-1.0,-1.0,25.767,0.889939,2157,1719601
248,search,4270.59,0.82993,0.156119,27.337,22.8898,28.564,0.889939,2157,1719601
249,delete,12.204,-1.0,-1.0,-1.0,-1.0,25.862,0.885132,2157,1711648
250,search,4184.71,0.82928,0.156483,27.4542,22.9667,30.992,0.885132,2157,1711648
251,delete,334.872,-1.0,-1.0,-1.0,-1.0,39.362,0.762469,2158,1470624
252,search,4225.45,0.82819,0.156192,28.6022,24.2926,29.991,0.762469,2158,1470624
253,delete,52.671,-1.0,-1.0,-1.0,-1.0,27.002,0.747616,2158,1442070
254,search,4230.89,0.82654,0.156397,29.0905,24.701,30.157,0.747616,2158,1442070
255,delete,59.152,-1.0,-1.0,-1.0,-1.0,26.542,0.729171,2158,1405549
256,search,4103.03,0.82083,0.159156,29.8269,25.0357,29.2,0.729171,2158,1405549
257,insert,14.114,-1.0,-1.0,-1.0,-1.0,25.679,0.730899,2158,1416288
258,search,4135.56,0.82131,0.159031,29.7062,24.9671,29.262,0.730899,2158,1416288
259,insert,27.946,-1.0,-1.0,-1.0,-1.0,26.187,0.736486,2158,1443010
260,search,4189.15,0.82249,0.159485,29.4463,24.9074,28.325,0.736486,2158,1443010
261,insert,3.34,-1.0,-1.0,-1.0,-1.0,25.739,0.736822,2158,1447529
262,search,4115.37,0.82316,0.159063,29.3614,24.8817,28.28,0.736822,2158,1447529
263,insert,170.884,-1.0,-1.0,-1.0,-1.0,83.175,0.773697,2160,1569110
264,search,4224.27,0.82722,0.159735,28.468,24.4792,85.44,0.773695,2164,1569110
265,insert,76.676,-1.0,-1.0,-1.0,-1.0,26.255,0.789744,2164,1636119
266,search,4270.27,0.8328,0.156434,27.8924,24.2468,78.455,0.789748,2169,1636119
267,insert,41.389,-1.0,-1.0,-1.0,-1.0,42.387,0.799427,2171,1665152
268,search,4254.76,0.83496,0.155953,27.5911,24.2011,29.731,0.799427,2171,1665152
269,insert,413.543,-1.0,-1.0,-1.0,-1.0,175.557,0.89276,2185,1916952
270,search,4343.85,0.83758,0.154804,26.9966,23.8127,110.868,0.892758,2192,1916952
271,insert,6.068,-1.0,-1.0,-1.0,-1.0,35.509,0.893753,2193,1920898
272,search,4325.44,0.83857,0.154145,26.9142,23.8152,48.69,0.893754,2195,1920898
273,insert,31.617,-1.0,-1.0,-1.0,-1.0,26.411,0.901482,2195,1942757
274,search,4318.62,0.84122,0.153066,26.4468,23.4535,29.105,0.901482,2195,1942757
275,insert,648.039,-1.0,-1.0,-1.0,-1.0,269.614,1.06044,2223,2328372
276,search,4488.44,0.84589,0.150628,25.7651,23.1174,83.691,1.06043,2230,2328372
277,insert,48.368,-1.0,-1.0,-1.0,-1.0,26.281,1.07206,2230,2363257
278,search,4490.63,0.84772,0.149327,25.5889,23.0383,27.286,1.07206,2230,2363257
279,insert,35.264,-1.0,-1.0,-1.0,-1.0,25.798,1.08104,2230,2388933
280,search,4463.48,0.84853,0.149108,25.5018,23.0004,28.277,1.08104,2230,2388933
281,insert,427.199,-1.0,-1.0,-1.0,-1.0,131.256,1.21004,2250,2684315
282,search,3376.62,0.8499,0.149353,25.1426,22.8688,46.759,1.21032,2254,2684315
283,insert,342.288,-1.0,-1.0,-1.0,-1.0,135.081,1.39481,2281,3109157
284,search,3551.58,0.85713,0.144358,24.2364,22.4297,64.495,1.39484,2290,3109157
285,insert,11.289,-1.0,-1.0,-1.0,-1.0,18.136,1.39958,2290,3122751
286,search,3574.38,0.85761,0.144192,24.1713,22.4137,28.887,1.39958,2292,3122751
287,insert,28.112,-1.0,-1.0,-1.0,-1.0,22.159,1.41475,2293,3163679
288,search,3568.48,0.85826,0.144268,24.0742,22.3686,18.851,1.41475,2293,3163679
289,insert,240.918,-1.0,-1.0,-1.0,-1.0,140.547,1.55095,2317,3472031
290,search,3684.91,0.86252,0.141948,23.4338,22.0721,49.971,1.55096,2323,3472031
291,insert,19.492,-1.0,-1.0,-1.0,-1.0,18.164,1.56276,2323,3495577
292,search,3688.63,0.86469,0.141022,23.2741,22.0288,28.027,1.56276,2325,3495577
293,insert,11.627,-1.0,-1.0,-1.0,-1.0,26.919,1.57188,2327,3515193
294,search,3713.54,0.86469,0.141355,23.1969,22.0472,18.952,1.57188,2327,3515193
295,insert,144.894,-1.0,-1.0,-1.0,-1.0,70.941,1.65897,2337,3723063
296,search,3787.19,0.86775,0.139383,22.7609,21.8177,25.848,1.65897,2338,3723063
297,insert,2.889,-1.0,-1.0,-1.0,-1.0,22.252,1.66035,2339,3727399
298,search,3754.52,0.86773,0.139319,22.7574,21.8104,19.883,1.66035,2339,3727399
299,insert,56.873,-1.0,-1.0,-1.0,-1.0,22.49,1.68617,2340,3788002
300,search,3819.59,0.87095,0.137514,22.4226,21.5306,19.794,1.68617,2340,3788002
301,insert,475.938,-1.0,-1.0,-1.0,-1.0,262.819,1.94647,2410,4370866
302,search,4107.62,0.89534,0.121218,19.3653,19.9771,47.656,1.94659,2424,4370866
303,insert,38.254,-1.0,-1.0,-1.0,-1.0,10.167,1.96889,2424,4420306
